,iso2,year,new_sp,new_sp_m04,new_sp_m514,new_sp_m014,new_sp_m1524,new_sp_m2534,new_sp_m3544,new_sp_m4554,new_sp_m5564,new_sp_m65,new_sp_mu,new_sp_f04,new_sp_f514,new_sp_f014,new_sp_f1524,new_sp_f2534,new_sp_f3544,new_sp_f4554,new_sp_f5564,new_sp_f65,new_sp_fu
1199,CR,1994,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,CR,1995,245.0,0.0,0.0,1.0,17.0,38.0,24.0,19.0,23.0,22.0,0.0,0.0,0.0,2.0,17.0,15.0,11.0,7.0,9.0,14.0,0.0
1201,CR,1996,302.0,0.0,0.0,0.0,11.0,11.0,19.0,15.0,19.0,15.0,0.0,0.0,0.0,0.0,4.0,9.0,7.0,3.0,4.0,5.0,0.0
1202,CR,1997,320.0,0.0,0.0,37.0,30.0,82.0,69.0,52.0,35.0,45.0,0.0,0.0,0.0,31.0,28.0,45.0,40.0,30.0,24.0,30.0,0.0
1203,CR,1998,353.0,0.0,0.0,30.0,53.0,78.0,67.0,53.0,43.0,36.0,0.0,0.0,0.0,23.0,19.0,43.0,47.0,27.0,17.0,26.0,0.0
1204,CR,1999,458.0,0.0,0.0,4.0,28.0,63.0,89.0,70.0,51.0,73.0,0.0,0.0,0.0,10.0,23.0,42.0,37.0,32.0,33.0,36.0,0.0
1205,CR,2000,349.0,0.0,0.0,14.0,31.0,53.0,62.0,39.0,28.0,49.0,0.0,0.0,0.0,13.0,21.0,33.0,24.0,20.0,23.0,24.0,0.0
1206,CR,2001,385.0,0.0,0.0,2.0,26.0,53.0,72.0,50.0,29.0,36.0,0.0,0.0,0.0,1.0,18.0,31.0,20.0,16.0,16.0,15.0,0.0
1207,CR,2002,328.0,0.0,0.0,3.0,26.0,45.0,44.0,43.0,19.0,38.0,0.0,0.0,0.0,6.0,13.0,24.0,19.0,14.0,15.0,19.0,0.0
1208,CR,2003,346.0,0.0,0.0,3.0,33.0,47.0,32.0,39.0,28.0,33.0,0.0,0.0,0.0,4.0,25.0,24.0,21.0,30.0,11.0,16.0,0.0
1209,CR,2004,419.0,0.0,0.0,1.0,49.0,62.0,45.0,36.0,29.0,43.0,0.0,0.0,0.0,5.0,35.0,29.0,34.0,11.0,18.0,22.0,0.0
1210,CR,2005,330.0,0.0,0.0,1.0,43.0,38.0,53.0,34.0,20.0,34.0,0.0,0.0,0.0,1.0,21.0,31.0,18.0,16.0,6.0,14.0,0.0
1211,CR,2006,285.0,0.0,1.0,1.0,27.0,36.0,29.0,34.0,25.0,24.0,0.0,0.0,4.0,4.0,27.0,24.0,20.0,15.0,8.0,11.0,0.0
1212,CR,2007,322.0,0.0,2.0,4.0,44.0,57.0,28.0,32.0,17.0,31.0,0.0,0.0,3.0,3.0,16.0,24.0,19.0,16.0,16.0,15.0,0.0
1213,CR,2008,287.0,0.0,3.0,3.0,24.0,39.0,31.0,38.0,17.0,29.0,0.0,0.0,2.0,2.0,19.0,31.0,20.0,14.0,6.0,14.0,0.0
1227,CU,1993,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,CU,1994,914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,CU,1995,834.0,0.0,0.0,2.0,59.0,118.0,83.0,75.0,75.0,156.0,0.0,0.0,0.0,1.0,17.0,52.0,29.0,39.0,48.0,80.0,0.0
1230,CU,1996,835.0,0.0,0.0,0.0,54.0,136.0,86.0,93.0,84.0,138.0,0.0,0.0,0.0,1.0,29.0,44.0,20.0,45.0,42.0,63.0,0.0
1231,CU,1997,765.0,0.0,0.0,0.0,69.0,151.0,83.0,63.0,77.0,116.0,0.0,0.0,0.0,2.0,16.0,49.0,33.0,32.0,28.0,46.0,0.0
1232,CU,1998,746.0,0.0,0.0,0.0,60.0,140.0,109.0,75.0,53.0,102.0,0.0,0.0,0.0,1.0,17.0,48.0,23.0,30.0,31.0,55.0,0.0
1233,CU,1999,720.0,0.0,0.0,1.0,55.0,163.0,97.0,68.0,72.0,100.0,0.0,0.0,0.0,2.0,15.0,37.0,27.0,20.0,28.0,35.0,0.0
1234,CU,2000,675.0,0.0,0.0,0.0,71.0,167.0,90.0,74.0,55.0,75.0,0.0,0.0,0.0,2.0,9.0,22.0,26.0,22.0,23.0,39.0,0.0
1235,CU,2001,559.0,0.0,0.0,0.0,36.0,136.0,87.0,39.0,54.0,67.0,0.0,0.0,0.0,1.0,24.0,17.0,22.0,17.0,20.0,39.0,0.0
1236,CU,2002,540.0,0.0,0.0,0.0,21.0,104.0,83.0,67.0,45.0,77.0,0.0,0.0,0.0,3.0,15.0,28.0,22.0,21.0,20.0,34.0,0.0
1237,CU,2003,507.0,0.0,0.0,2.0,23.0,90.0,91.0,62.0,51.0,78.0,0.0,0.0,0.0,0.0,11.0,14.0,20.0,23.0,13.0,29.0,0.0
1238,CU,2004,453.0,0.0,0.0,0.0,17.0,68.0,95.0,63.0,45.0,50.0,0.0,0.0,0.0,0.0,16.0,20.0,15.0,16.0,20.0,29.0,0.0
1239,CU,2005,467.0,0.0,0.0,2.0,20.0,73.0,90.0,50.0,58.0,51.0,0.0,0.0,0.0,2.0,14.0,17.0,26.0,13.0,22.0,29.0,0.0
1240,CU,2006,432.0,0.0,0.0,0.0,22.0,73.0,93.0,50.0,47.0,50.0,0.0,0.0,0.0,0.0,8.0,18.0,22.0,12.0,14.0,23.0,0.0
1241,CU,2007,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,CU,2008,498.0,0.0,2.0,2.0,30.0,66.0,108.0,67.0,59.0,53.0,0.0,1.0,2.0,3.0,11.0,14.0,22.0,18.0,11.0,34.0,0.0
1253,CV,1995,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,CV,1996,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,CV,1997,103.0,0.0,0.0,0.0,11.0,16.0,19.0,4.0,10.0,10.0,0.0,0.0,0.0,2.0,10.0,10.0,8.0,3.0,10.0,9.0,0.0
1256,CV,1998,104.0,0.0,0.0,2.0,9.0,14.0,14.0,6.0,6.0,9.0,0.0,0.0,0.0,2.0,12.0,4.0,5.0,3.0,5.0,10.0,0.0
1258,CV,2001,140.0,0.0,0.0,0.0,5.0,15.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,7.0,9.0,7.0,1.0,2.0,3.0,0.0
1259,CV,2002,111.0,0.0,0.0,3.0,9.0,29.0,20.0,14.0,1.0,2.0,0.0,0.0,0.0,2.0,11.0,11.0,12.0,3.0,4.0,4.0,0.0
1260,CV,2003,165.0,0.0,0.0,3.0,12.0,32.0,32.0,9.0,7.0,8.0,0.0,0.0,0.0,1.0,6.0,7.0,13.0,7.0,4.0,11.0,0.0
1261,CV,2004,169.0,0.0,0.0,1.0,8.0,33.0,17.0,20.0,2.0,7.0,0.0,0.0,0.0,2.0,17.0,34.0,11.0,7.0,6.0,4.0,0.0
1262,CV,2005,135.0,0.0,0.0,0.0,22.0,23.0,26.0,9.0,2.0,8.0,0.0,0.0,0.0,2.0,9.0,16.0,4.0,5.0,3.0,6.0,0.0
1263,CV,2006,131.0,0.0,2.0,2.0,15.0,22.0,18.0,8.0,6.0,4.0,0.0,0.0,2.0,2.0,14.0,16.0,5.0,6.0,4.0,9.0,0.0
1264,CV,2007,158.0,0.0,0.0,0.0,24.0,30.0,26.0,18.0,4.0,6.0,0.0,0.0,0.0,0.0,18.0,17.0,5.0,1.0,3.0,6.0,0.0
1265,CV,2008,197.0,0.0,0.0,0.0,23.0,33.0,29.0,27.0,12.0,6.0,0.0,0.0,0.0,6.0,18.0,21.0,11.0,3.0,5.0,3.0,0.0
1281,CY,1995,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0
1282,CY,1996,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,CY,1997,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,CY,1998,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
1285,CY,1999,9.0,0.0,0.0,5.0,1.0,6.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0
1286,CY,2000,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,CY,2002,8.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,CY,2003,14.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
1290,CY,2004,10.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,CY,2005,9.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,CY,2006,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
1293,CY,2007,8.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
1294,CY,2008,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
1308,CZ,1993,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,CZ,1994,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,CZ,1995,487.0,0.0,0.0,2.0,10.0,22.0,83.0,88.0,53.0,90.0,0.0,0.0,0.0,0.0,9.0,11.0,20.0,13.0,19.0,88.0,0.0
1311,CZ,1996,586.0,0.0,0.0,1.0,10.0,40.0,77.0,121.0,66.0,90.0,0.0,0.0,0.0,1.0,10.0,17.0,11.0,21.0,20.0,89.0,0.0
1312,CZ,1997,481.0,0.0,0.0,0.0,5.0,25.0,71.0,94.0,64.0,83.0,0.0,0.0,0.0,0.0,12.0,8.0,12.0,17.0,18.0,72.0,0.0
1313,CZ,1998,545.0,0.0,0.0,0.0,7.0,37.0,88.0,104.0,67.0,95.0,0.0,0.0,0.0,1.0,6.0,17.0,12.0,18.0,11.0,82.0,0.0
1314,CZ,1999,449.0,0.0,0.0,2.0,13.0,27.0,62.0,98.0,45.0,75.0,0.0,0.0,0.0,1.0,5.0,14.0,18.0,15.0,3.0,71.0,0.0
1315,CZ,2000,420.0,0.0,0.0,0.0,7.0,31.0,52.0,89.0,61.0,59.0,0.0,0.0,0.0,0.0,15.0,13.0,9.0,10.0,7.0,57.0,0.0
1316,CZ,2001,391.0,0.0,0.0,0.0,18.0,39.0,47.0,85.0,43.0,50.0,0.0,0.0,0.0,0.0,10.0,17.0,8.0,11.0,9.0,54.0,0.0
1317,CZ,2002,329.0,0.0,0.0,0.0,14.0,28.0,39.0,89.0,38.0,40.0,0.0,0.0,0.0,0.0,6.0,10.0,8.0,8.0,6.0,43.0,0.0
1318,CZ,2003,338.0,0.0,0.0,0.0,11.0,28.0,42.0,67.0,48.0,50.0,0.0,0.0,0.0,0.0,9.0,15.0,15.0,12.0,7.0,34.0,0.0
1319,CZ,2004,302.0,0.0,0.0,0.0,10.0,28.0,36.0,71.0,30.0,35.0,0.0,0.0,0.0,0.0,11.0,17.0,9.0,13.0,13.0,29.0,0.0
1320,CZ,2005,308.0,0.0,0.0,0.0,8.0,24.0,57.0,55.0,45.0,46.0,0.0,0.0,0.0,0.0,3.0,14.0,16.0,7.0,5.0,28.0,0.0
1321,CZ,2006,257.0,0.0,0.0,0.0,6.0,19.0,39.0,56.0,38.0,25.0,0.0,0.0,0.0,0.0,4.0,12.0,12.0,10.0,6.0,30.0,0.0
1322,CZ,2007,267.0,0.0,0.0,0.0,14.0,26.0,35.0,63.0,39.0,29.0,0.0,0.0,0.0,0.0,6.0,8.0,5.0,9.0,5.0,28.0,0.0
1323,CZ,2008,251.0,0.0,0.0,0.0,7.0,29.0,39.0,44.0,36.0,32.0,0.0,0.0,0.0,0.0,4.0,14.0,8.0,5.0,10.0,23.0,0.0
1337,DE,1993,4730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,DE,1994,4177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,DE,1995,3852.0,0.0,0.0,14.0,179.0,453.0,539.0,460.0,442.0,625.0,0.0,0.0,0.0,17.0,115.0,251.0,167.0,89.0,104.0,397.0,0.0
1340,DE,1996,3689.0,0.0,0.0,20.0,181.0,377.0,520.0,413.0,405.0,607.0,0.0,0.0,0.0,19.0,150.0,214.0,180.0,97.0,108.0,389.0,0.0
1341,DE,1997,3346.0,0.0,0.0,11.0,166.0,375.0,459.0,384.0,424.0,509.0,0.0,0.0,0.0,16.0,109.0,204.0,154.0,93.0,99.0,343.0,0.0
1342,DE,1998,3124.0,0.0,0.0,9.0,179.0,333.0,448.0,358.0,349.0,538.0,0.0,0.0,0.0,11.0,121.0,166.0,141.0,93.0,80.0,298.0,0.0
1343,DE,1999,2918.0,0.0,0.0,13.0,145.0,308.0,419.0,362.0,335.0,449.0,0.0,0.0,0.0,15.0,118.0,177.0,98.0,85.0,99.0,295.0,0.0
1345,DE,2001,1935.0,0.0,0.0,3.0,3.0,89.0,136.0,106.0,94.0,119.0,0.0,0.0,0.0,1.0,36.0,59.0,48.0,42.0,26.0,79.0,0.0
1346,DE,2002,1868.0,0.0,0.0,3.0,34.0,75.0,102.0,88.0,81.0,101.0,0.0,0.0,0.0,1.0,32.0,61.0,50.0,14.0,16.0,64.0,0.0
1347,DE,2003,1679.0,0.0,0.0,2.0,68.0,107.0,177.0,163.0,103.0,155.0,0.0,0.0,0.0,10.0,61.0,96.0,86.0,43.0,22.0,102.0,0.0
1348,DE,2004,1562.0,0.0,0.0,5.0,63.0,130.0,182.0,161.0,110.0,198.0,0.0,0.0,0.0,6.0,75.0,110.0,97.0,42.0,32.0,116.0,0.0
1349,DE,2005,1379.0,2.0,4.0,6.0,59.0,113.0,171.0,167.0,92.0,167.0,0.0,3.0,1.0,4.0,51.0,104.0,73.0,43.0,37.0,103.0,0.0
1350,DE,2006,1303.0,0.0,2.0,2.0,78.0,138.0,169.0,189.0,103.0,199.0,0.0,2.0,5.0,7.0,66.0,109.0,77.0,39.0,24.0,102.0,0.0
1351,DE,2007,1183.0,0.0,2.0,2.0,116.0,248.0,314.0,344.0,184.0,362.0,0.0,0.0,4.0,4.0,120.0,176.0,152.0,116.0,46.0,178.0,0.0
1352,DE,2008,954.0,0.0,2.0,2.0,40.0,95.0,114.0,142.0,96.0,148.0,0.0,1.0,5.0,6.0,35.0,68.0,61.0,41.0,33.0,71.0,0.0
1364,DJ,1993,1668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,DJ,1994,1743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,DJ,1996,1744.0,0.0,0.0,30.0,421.0,429.0,139.0,77.0,52.0,27.0,0.0,0.0,0.0,31.0,247.0,212.0,67.0,38.0,21.0,5.0,0.0
1368,DJ,1997,1904.0,0.0,0.0,52.0,428.0,442.0,167.0,115.0,66.0,23.0,0.0,0.0,0.0,51.0,202.0,225.0,75.0,38.0,17.0,4.0,0.0
1369,DJ,1998,1690.0,0.0,0.0,23.0,348.0,396.0,191.0,81.0,57.0,23.0,0.0,0.0,0.0,28.0,208.0,197.0,76.0,43.0,17.0,9.0,0.0
1370,DJ,1999,1564.0,0.0,0.0,25.0,348.0,371.0,159.0,87.0,67.0,22.0,0.0,0.0,0.0,20.0,158.0,168.0,84.0,38.0,20.0,3.0,0.0
1371,DJ,2000,1391.0,0.0,0.0,17.0,302.0,347.0,139.0,67.0,60.0,42.0,0.0,0.0,0.0,12.0,147.0,156.0,47.0,31.0,17.0,10.0,0.0
1372,DJ,2001,1312.0,0.0,0.0,17.0,267.0,331.0,125.0,65.0,51.0,23.0,0.0,0.0,0.0,17.0,156.0,134.0,59.0,44.0,15.0,8.0,0.0
1373,DJ,2002,1253.0,0.0,0.0,20.0,256.0,320.0,124.0,58.0,55.0,25.0,0.0,0.0,0.0,18.0,142.0,136.0,48.0,28.0,19.0,4.0,0.0
1374,DJ,2003,1202.0,0.0,0.0,10.0,222.0,288.0,132.0,76.0,42.0,24.0,0.0,0.0,0.0,19.0,127.0,123.0,55.0,38.0,28.0,8.0,0.0
1375,DJ,2004,1086.0,0.0,0.0,19.0,217.0,225.0,142.0,68.0,38.0,28.0,0.0,0.0,0.0,16.0,111.0,115.0,49.0,23.0,25.0,10.0,0.0
1376,DJ,2005,1120.0,0.0,0.0,18.0,220.0,252.0,119.0,62.0,47.0,29.0,0.0,0.0,0.0,23.0,123.0,117.0,66.0,23.0,13.0,8.0,0.0
1377,DJ,2006,1153.0,0.0,0.0,14.0,225.0,246.0,165.0,63.0,33.0,20.0,0.0,0.0,0.0,24.0,117.0,129.0,59.0,35.0,18.0,5.0,0.0
1378,DJ,2007,1208.0,4.0,10.0,14.0,241.0,264.0,142.0,83.0,44.0,23.0,0.0,2.0,6.0,8.0,129.0,131.0,62.0,35.0,14.0,18.0,0.0
1379,DJ,2008,1375.0,0.0,0.0,17.0,232.0,275.0,180.0,93.0,56.0,46.0,0.0,0.0,0.0,22.0,138.0,159.0,79.0,53.0,15.0,10.0,0.0
1393,DK,1993,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,DK,1994,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395,DK,1995,128.0,0.0,0.0,0.0,7.0,16.0,28.0,18.0,9.0,11.0,0.0,0.0,0.0,2.0,7.0,13.0,8.0,4.0,3.0,2.0,0.0
1396,DK,1996,97.0,0.0,0.0,0.0,4.0,16.0,13.0,13.0,8.0,6.0,0.0,0.0,0.0,0.0,5.0,9.0,8.0,4.0,3.0,8.0,0.0
1397,DK,1997,114.0,0.0,0.0,1.0,11.0,19.0,23.0,16.0,6.0,6.0,0.0,0.0,0.0,1.0,6.0,8.0,2.0,5.0,2.0,8.0,0.0
1398,DK,1998,132.0,0.0,0.0,0.0,7.0,20.0,21.0,18.0,7.0,9.0,0.0,0.0,0.0,1.0,6.0,16.0,8.0,7.0,6.0,6.0,0.0
1399,DK,1999,172.0,0.0,0.0,4.0,9.0,29.0,23.0,21.0,8.0,9.0,0.0,0.0,0.0,1.0,11.0,18.0,11.0,7.0,8.0,11.0,0.0
1400,DK,2000,171.0,0.0,0.0,5.0,10.0,20.0,24.0,16.0,11.0,14.0,0.0,0.0,0.0,5.0,16.0,15.0,14.0,6.0,7.0,8.0,0.0
1401,DK,2001,127.0,0.0,0.0,1.0,10.0,15.0,20.0,15.0,4.0,9.0,0.0,0.0,0.0,5.0,5.0,12.0,13.0,7.0,5.0,3.0,0.0
1402,DK,2002,135.0,0.0,0.0,2.0,11.0,8.0,25.0,14.0,6.0,9.0,0.0,0.0,0.0,1.0,14.0,17.0,11.0,10.0,2.0,5.0,0.0
1403,DK,2003,143.0,0.0,0.0,3.0,11.0,20.0,23.0,22.0,12.0,9.0,0.0,0.0,0.0,0.0,6.0,13.0,12.0,6.0,2.0,4.0,0.0
1404,DK,2004,146.0,0.0,0.0,1.0,6.0,12.0,17.0,27.0,15.0,12.0,0.0,0.0,0.0,2.0,10.0,16.0,10.0,9.0,7.0,2.0,0.0
1405,DK,2005,129.0,0.0,0.0,0.0,12.0,12.0,18.0,23.0,9.0,7.0,0.0,0.0,2.0,2.0,11.0,5.0,13.0,9.0,3.0,5.0,0.0
1406,DK,2006,123.0,0.0,0.0,0.0,8.0,13.0,15.0,27.0,10.0,8.0,0.0,0.0,1.0,1.0,6.0,12.0,9.0,5.0,5.0,4.0,0.0
1407,DK,2007,135.0,0.0,0.0,0.0,6.0,12.0,20.0,29.0,16.0,6.0,0.0,1.0,0.0,1.0,8.0,12.0,8.0,4.0,5.0,8.0,0.0
1408,DK,2008,106.0,0.0,0.0,0.0,8.0,15.0,9.0,24.0,10.0,8.0,0.0,0.0,2.0,2.0,5.0,7.0,5.0,8.0,4.0,1.0,0.0
1422,DM,1993,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,DM,1994,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1424,DM,1995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1425,DM,1996,7.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1426,DM,1997,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1427,DM,1998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
1429,DM,2002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1431,DM,2006,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1432,DM,2007,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1433,DM,2008,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447,DO,1993,2297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,DO,1994,3177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,DO,1995,2787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,DO,1996,3733.0,0.0,0.0,17.0,231.0,262.0,128.0,79.0,45.0,42.0,0.0,0.0,0.0,21.0,178.0,147.0,61.0,44.0,23.0,22.0,0.0
1451,DO,1997,3162.0,0.0,0.0,76.0,450.0,471.0,246.0,145.0,111.0,81.0,0.0,0.0,0.0,53.0,314.0,329.0,171.0,102.0,77.0,56.0,0.0
1452,DO,1998,2669.0,0.0,0.0,62.0,340.0,416.0,184.0,130.0,114.0,50.0,0.0,0.0,0.0,60.0,265.0,247.0,141.0,79.0,73.0,33.0,0.0
1453,DO,1999,3278.0,0.0,0.0,90.0,507.0,485.0,356.0,238.0,166.0,183.0,0.0,0.0,0.0,99.0,363.0,359.0,226.0,160.0,121.0,136.0,0.0
1454,DO,2000,2907.0,0.0,0.0,73.0,410.0,481.0,344.0,173.0,125.0,113.0,0.0,0.0,0.0,65.0,317.0,325.0,212.0,115.0,79.0,75.0,0.0
1455,DO,2001,2622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,DO,2002,2179.0,0.0,0.0,39.0,295.0,417.0,270.0,145.0,86.0,71.0,0.0,0.0,0.0,35.0,251.0,241.0,137.0,81.0,49.0,62.0,0.0
1457,DO,2003,2806.0,0.0,0.0,52.0,364.0,518.0,331.0,194.0,116.0,112.0,0.0,0.0,0.0,48.0,301.0,288.0,211.0,116.0,82.0,73.0,0.0
1458,DO,2004,2720.0,0.0,0.0,45.0,391.0,502.0,363.0,180.0,122.0,104.0,0.0,0.0,0.0,39.0,301.0,288.0,177.0,104.0,60.0,44.0,0.0
1459,DO,2005,2949.0,0.0,0.0,43.0,399.0,483.0,386.0,228.0,123.0,105.0,0.0,0.0,0.0,57.0,339.0,332.0,209.0,119.0,72.0,54.0,0.0
1460,DO,2006,2658.0,0.0,0.0,25.0,342.0,480.0,340.0,207.0,111.0,92.0,0.0,0.0,0.0,38.0,287.0,320.0,189.0,106.0,63.0,58.0,0.0
1461,DO,2007,2373.0,0.0,0.0,23.0,290.0,403.0,362.0,209.0,108.0,85.0,0.0,0.0,0.0,29.0,249.0,242.0,174.0,103.0,53.0,43.0,0.0
1462,DO,2008,2458.0,2.0,14.0,16.0,322.0,398.0,337.0,198.0,122.0,105.0,0.0,4.0,30.0,34.0,288.0,272.0,163.0,96.0,55.0,52.0,0.0
1476,DZ,1994,6793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,DZ,1995,5735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,DZ,1996,6556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
